2016/01/04 {'chg': -0.052100840336134435, 'volume': 5848300, 'rate': 0.02103019225625924, 'vol_chg': 0, 'relation': (False, False), 'RSI': 0.0, 'price': {'opening': 17.84, 'closing': 16.92, 'highest': 17.84, 'lowest': 16.8, 'avg': 17.35}, 'KDJ': {'RSV': 50, 'K': 49.99999999999999, 'D': 49.99999999999999, 'J': 49.999999999999986}}
2016/07/18 {'chg': 0.019520356943669905, 'volume': 9285075, 'rate': 0.02325153207593489, 'vol_chg': 0.7683236655596561, 'relation': (True, False), 'RSI': 58.39778782126523, 'price': {'opening': 17.84, 'closing': 18.28, 'highest': 18.47, 'lowest': 17.71, 'avg': 18.075000000000003}, 'KDJ': {'RSV': 100.0, 'K': 83.75011276800569, 'D': 71.71361342508536, 'J': 107.82311145384637}}
2016/07/19 {'chg': -0.008205689277899459, 'volume': 5525544, 'rate': -0.005753774190982471, 'vol_chg': -0.40490044506910283, 'relation': (False, False), 'RSI': 53.68261938438547, 'price': {'opening': 18.22, 'closing': 18.13, 'highest': 18.55, 'lowest': 17.89, 'avg': 18.197499999999998}, 'KDJ': {'RSV': 85.4368932038833, 'K': 84.31237291329822, 'D': 75.9131999211563, 'J': 101.11071889758205}}
2016/07/20 {'chg': -0.000551571980143299, 'volume': 4458866, 'rate': 0.002539973129447686, 'vol_chg': -0.19304488390645339, 'relation': (False, False), 'RSI': 55.972705268857815, 'price': {'opening': 18.16, 'closing': 18.12, 'highest': 18.2, 'lowest': 17.98, 'avg': 18.115000000000002}, 'KDJ': {'RSV': 84.46601941747574, 'K': 84.36358841469072, 'D': 78.72999608566778, 'J': 95.63077307273662}}
2016/07/21 {'chg': 0.0, 'volume': 7504507, 'rate': -0.003944385139822982, 'vol_chg': 0.6830528210536042, 'relation': (False, False), 'RSI': 62.09768784029613, 'price': {'opening': 18.1, 'closing': 18.12, 'highest': 18.42, 'lowest': 18.08, 'avg': 18.18}, 'KDJ': {'RSV': 84.46601941747574, 'K': 84.39773208228573, 'D': 80.61924141787375, 'J': 91.95471341110968}}
2016/07/22 {'chg': 0.00607064017660041, 'volume': 6656705, 'rate': 0.015238670501594368, 'vol_chg': -0.11297237779910126, 'relation': (False, False), 'RSI': 77.44550058093358, 'price': {'opening': 18.21, 'closing': 18.23, 'highest': 18.4, 'lowest': 18.05, 'avg': 18.2225}, 'KDJ': {'RSV': 94.18604651162782, 'K': 87.66050355873308, 'D': 82.96632879816019, 'J': 97.04885307987888}}
2016/07/25 {'chg': -0.008228195282501488, 'volume': 3162233, 'rate': -0.009294245320291484, 'vol_chg': -0.5249552143290112, 'relation': (False, False), 'RSI': 68.89940048469549, 'price': {'opening': 18.05, 'closing': 18.08, 'highest': 18.28, 'lowest': 18.04, 'avg': 18.112499999999997}, 'KDJ': {'RSV': 56.52173913043425, 'K': 77.2809154159668, 'D': 81.07119100409572, 'J': 69.70036423970896}}
2016/07/26 {'chg': 0.02820796460177, 'volume': 7507925, 'rate': 0.01605499417096406, 'vol_chg': 1.374247881164987, 'relation': (True, False), 'RSI': 70.44116793504806, 'price': {'opening': 18.1, 'closing': 18.59, 'highest': 18.65, 'lowest': 18.05, 'avg': 18.3475}, 'KDJ': {'RSV': 100.0, 'K': 84.85394361064454, 'D': 82.332108539612, 'J': 89.89761375270962}}
2016/07/27 {'chg': -0.020441097364174234, 'volume': 13982032, 'rate': -7.95416423853279e-05, 'vol_chg': 0.8623030997246243, 'relation': (False, True), 'RSI': 51.491071741908044, 'price': {'opening': 18.5, 'closing': 18.21, 'highest': 18.78, 'lowest': 17.85, 'avg': 18.335}, 'KDJ': {'RSV': 42.424242424242586, 'K': 70.71070988184388, 'D': 78.45830898702262, 'J': 55.21551167148641}}
2016/07/28 {'chg': 0.05985722130697418, 'volume': 15462054, 'rate': 0.05900438127674218, 'vol_chg': 0.1058517102521293, 'relation': (True, False), 'RSI': 68.7257966896157, 'price': {'opening': 18.16, 'closing': 19.3, 'highest': 19.39, 'lowest': 18.08, 'avg': 18.732499999999998}, 'KDJ': {'RSV': 100.00000000000001, 'K': 80.47380658789592, 'D': 79.13014152064704, 'J': 83.16113672239368}}
2016/07/29 {'chg': -0.010362694300518097, 'volume': 16963254, 'rate': -0.0050324441115681216, 'vol_chg': 0.0970893000373689, 'relation': (False, True), 'RSI': 70.39913248712736, 'price': {'opening': 19.05, 'closing': 19.1, 'highest': 19.52, 'lowest': 19.0, 'avg': 19.1675}, 'KDJ': {'RSV': 83.60655737704927, 'K': 81.51805685094703, 'D': 79.9261132974137, 'J': 84.70194395801369}}
2016/08/01 {'chg': -0.03560209424083768, 'volume': 13301387, 'rate': -0.02632745891206472, 'vol_chg': -0.21587055172315406, 'relation': (False, False), 'RSI': 53.02615192033797, 'price': {'opening': 19.08, 'closing': 18.42, 'highest': 19.08, 'lowest': 18.26, 'avg': 18.71}, 'KDJ': {'RSV': 27.86885245901662, 'K': 63.634988720303554, 'D': 74.49573843837697, 'J': 41.9134892841567}}
2016/08/02 {'chg': 0.06894679695982625, 'volume': 30525480, 'rate': 0.06244389172930728, 'vol_chg': 1.294909545899236, 'relation': (True, False), 'RSI': 68.444958614275, 'price': {'opening': 18.8, 'closing': 19.69, 'highest': 19.82, 'lowest': 18.8, 'avg': 19.2775}, 'KDJ': {'RSV': 99.99999999999999, 'K': 75.75665914686903, 'D': 74.91604534120765, 'J': 77.43788675819178}}
2016/08/03 {'chg': -0.006094464195022904, 'volume': 18761607, 'rate': -0.008652984285718892, 'vol_chg': -0.3853788048541743, 'relation': (False, False), 'RSI': 66.88890590882846, 'price': {'opening': 19.6, 'closing': 19.57, 'highest': 19.67, 'lowest': 19.3, 'avg': 19.535000000000004}, 'KDJ': {'RSV': 92.54658385093163, 'K': 81.35330071488988, 'D': 77.06179713243506, 'J': 89.93630787979953}}
2016/08/04 {'chg': 0.006642820643842565, 'volume': 11313116, 'rate': 0.005256955594715572, 'vol_chg': -0.3970070900642999, 'relation': (False, False), 'RSI': 67.767115356336, 'price': {'opening': 19.57, 'closing': 19.7, 'highest': 19.86, 'lowest': 19.21, 'avg': 19.585}, 'KDJ': {'RSV': 100.00000000000001, 'K': 87.56886714325992, 'D': 80.56415380271001, 'J': 101.57829382435975}}
2016/08/05 {'chg': -0.011167512690355272, 'volume': 6005877, 'rate': -0.009142017618554281, 'vol_chg': -0.4691226537410206, 'relation': (False, False), 'RSI': 64.04001242525732, 'price': {'opening': 19.7, 'closing': 19.48, 'highest': 19.85, 'lowest': 19.45, 'avg': 19.62}, 'KDJ': {'RSV': 86.41975308641985, 'K': 87.18582912431323, 'D': 82.77137890991108, 'J': 96.01472955311755}}
2016/08/08 {'chg': 0.003080082135523548, 'volume': 8200152, 'rate': -0.0068341832159234065, 'vol_chg': 0.36535463513488536, 'relation': (True, False), 'RSI': 66.5866835278199, 'price': {'opening': 19.3, 'closing': 19.54, 'highest': 19.77, 'lowest': 19.18, 'avg': 19.447499999999998}, 'KDJ': {'RSV': 89.26174496644293, 'K': 87.87780107168979, 'D': 84.47351963050397, 'J': 94.68636395406145}}
2016/08/09 {'chg': 0.05015353121801435, 'volume': 19519811, 'rate': 0.04258457594970538, 'vol_chg': 1.3804206312273235, 'relation': (True, False), 'RSI': 69.27909659584847, 'price': {'opening': 19.6, 'closing': 20.52, 'highest': 20.69, 'lowest': 19.4, 'avg': 20.052500000000002}, 'KDJ': {'RSV': 100.0, 'K': 91.91853404779319, 'D': 86.95519110293371, 'J': 101.84521993751216}}
2016/08/10 {'chg': -0.016569200779727088, 'volume': 7206278, 'rate': -0.0141172856928101, 'vol_chg': -0.630822347613919, 'relation': (False, False), 'RSI': 70.27822158049729, 'price': {'opening': 20.49, 'closing': 20.18, 'highest': 20.49, 'lowest': 20.06, 'avg': 20.305}, 'KDJ': {'RSV': 83.8095238095238, 'K': 89.21553063503671, 'D': 87.7086376136347, 'J': 92.22931667784073}}
2016/08/11 {'chg': -0.009910802775024742, 'volume': 10018428, 'rate': -0.004260737574737768, 'vol_chg': 0.39023612466796315, 'relation': (False, True), 'RSI': 58.94990664592845, 'price': {'opening': 20.2, 'closing': 19.98, 'highest': 20.56, 'lowest': 19.95, 'avg': 20.1725}, 'KDJ': {'RSV': 74.2857142857143, 'K': 84.23892518526257, 'D': 86.55206680417733, 'J': 79.61264194743305}}
2016/08/12 {'chg': 0.007007007007007036, 'volume': 8842011, 'rate': -0.010049793597632885, 'vol_chg': -0.11742530864123593, 'relation': (False, False), 'RSI': 63.125675316177436, 'price': {'opening': 20.1, 'closing': 20.12, 'highest': 20.27, 'lowest': 19.86, 'avg': 20.087500000000002}, 'KDJ': {'RSV': 80.952380952381, 'K': 83.14341044096872, 'D': 85.41584801644112, 'J': 78.59853529002393}}
2016/08/15 {'chg': 0.005964214711729495, 'volume': 12695219, 'rate': -0.020047406210346383, 'vol_chg': 0.43578412196049066, 'relation': (True, False), 'RSI': 76.42404798589362, 'price': {'opening': 20.09, 'closing': 20.24, 'highest': 20.5, 'lowest': 20.06, 'avg': 20.2225}, 'KDJ': {'RSV': 73.07692307692295, 'K': 79.78791465295346, 'D': 83.5398702286119, 'J': 72.28400350163656}}
2016/08/16 {'chg': -0.017786561264822108, 'volume': 16130456, 'rate': -0.012562916079651133, 'vol_chg': 0.27059296889640105, 'relation': (False, True), 'RSI': 54.211725822132145, 'price': {'opening': 20.22, 'closing': 19.88, 'highest': 20.36, 'lowest': 19.61, 'avg': 20.0175}, 'KDJ': {'RSV': 38.46153846153835, 'K': 66.01245592248176, 'D': 77.69739879323518, 'J': 42.64257018097493}}
2016/08/17 {'chg': 0.006539235412474978, 'volume': 12442820, 'rate': 0.006752445420032976, 'vol_chg': -0.2286132518510326, 'relation': (False, False), 'RSI': 58.883192970851766, 'price': {'opening': 19.78, 'closing': 20.01, 'highest': 20.08, 'lowest': 19.52, 'avg': 19.8475}, 'KDJ': {'RSV': 50.96153846153861, 'K': 60.9954834355007, 'D': 72.13009367399034, 'J': 38.7262629585214}}
2016/08/18 {'chg': -0.019990004997501355, 'volume': 13333081, 'rate': -0.01817771993325836, 'vol_chg': 0.07154816994861293, 'relation': (False, True), 'RSI': 49.09561806347731, 'price': {'opening': 19.88, 'closing': 19.61, 'highest': 19.95, 'lowest': 19.4, 'avg': 19.71}, 'KDJ': {'RSV': 12.499999999999915, 'K': 44.83032229033377, 'D': 63.03016987943815, 'J': 8.430627112125023}}
2016/08/19 {'chg': -0.007649158592554747, 'volume': 7188395, 'rate': -0.00903502364168174, 'vol_chg': -0.46086017177875094, 'relation': (False, False), 'RSI': 50.289783353149176, 'price': {'opening': 19.4, 'closing': 19.46, 'highest': 19.61, 'lowest': 19.4, 'avg': 19.4675}, 'KDJ': {'RSV': 0.0, 'K': 29.886881526889177, 'D': 51.982407095255155, 'J': -14.304169609842774}}
2016/08/22 {'chg': 0.0056526207605344, 'volume': 5482974, 'rate': 0.013647996043959363, 'vol_chg': -0.23724642288021178, 'relation': (False, False), 'RSI': 51.15841140604121, 'price': {'opening': 19.46, 'closing': 19.57, 'highest': 19.67, 'lowest': 19.43, 'avg': 19.5325}, 'KDJ': {'RSV': 10.377358490565996, 'K': 23.383707181448116, 'D': 42.449507123986145, 'J': -14.74789270362794}}
2016/08/23 {'chg': 0.002554931016862581, 'volume': 6070046, 'rate': 0.000849250956398589, 'vol_chg': 0.10707181905294462, 'relation': (True, False), 'RSI': 27.822695328188654, 'price': {'opening': 19.53, 'closing': 19.62, 'highest': 19.69, 'lowest': 19.52, 'avg': 19.59}, 'KDJ': {'RSV': 20.512820512820596, 'K': 22.426744958572275, 'D': 35.77525306884819, 'J': -4.270271261979545}}
2016/08/24 {'chg': -0.0010193679918450342, 'volume': 6215775, 'rate': 0.0002598920535029597, 'vol_chg': 0.0240078905497586, 'relation': (False, True), 'RSI': 32.96862333615108, 'price': {'opening': 19.7, 'closing': 19.6, 'highest': 19.7, 'lowest': 19.36, 'avg': 19.59}, 'KDJ': {'RSV': 17.948717948718077, 'K': 20.934069288620876, 'D': 30.828191808772413, 'J': 1.1458242483178012}}
2016/08/25 {'chg': -0.021938775510204067, 'volume': 9302024, 'rate': -0.015862290294801094, 'vol_chg': 0.4965187768218766, 'relation': (False, True), 'RSI': 28.842317858184824, 'price': {'opening': 19.54, 'closing': 19.17, 'highest': 19.54, 'lowest': 18.95, 'avg': 19.3}, 'KDJ': {'RSV': 0.0, 'K': 13.956046192413917, 'D': 25.204143269986247, 'J': -8.540147962730742}}
2016/08/26 {'chg': 0.00991131977047458, 'volume': 3727090, 'rate': 0.009271689747800583, 'vol_chg': -0.5993248351111543, 'relation': (False, False), 'RSI': 30.92970415597791, 'price': {'opening': 19.25, 'closing': 19.36, 'highest': 19.47, 'lowest': 19.12, 'avg': 19.3}, 'KDJ': {'RSV': 17.757009345794234, 'K': 15.223033910207356, 'D': 21.877106816726613, 'J': 1.9148880971688413}}
2016/08/29 {'chg': 0.03047520661157024, 'volume': 10368718, 'rate': 0.03058181161534924, 'vol_chg': 1.7819875559753051, 'relation': (True, False), 'RSI': 44.63614916641965, 'price': {'opening': 19.36, 'closing': 19.95, 'highest': 20.12, 'lowest': 19.19, 'avg': 19.655}, 'KDJ': {'RSV': 92.85714285714259, 'K': 41.10107022585243, 'D': 28.28509461976855, 'J': 66.7330214380202}}
2016/08/30 {'chg': 0.022556390977443573, 'volume': 13088309, 'rate': 0.02095731592075858, 'vol_chg': 0.2622880668564812, 'relation': (True, False), 'RSI': 60.55929088634964, 'price': {'opening': 19.86, 'closing': 20.4, 'highest': 20.56, 'lowest': 19.86, 'avg': 20.17}, 'KDJ': {'RSV': 100.0, 'K': 60.73404681723495, 'D': 39.10141201892401, 'J': 103.99931641385683}}
2016/08/31 {'chg': 0.0009803921568628984, 'volume': 5369863, 'rate': -0.002750782975402084, 'vol_chg': -0.5897206430563338, 'relation': (False, False), 'RSI': 58.77286546554751, 'price': {'opening': 20.43, 'closing': 20.42, 'highest': 20.48, 'lowest': 20.05, 'avg': 20.345}, 'KDJ': {'RSV': 100.0, 'K': 73.82269787815662, 'D': 50.675173972001545, 'J': 120.11774569046676}}
2016/09/01 {'chg': -0.01175318315377091, 'volume': 6318934, 'rate': -0.004077622881682945, 'vol_chg': 0.17674026320597006, 'relation': (False, True), 'RSI': 63.00114678729041, 'price': {'opening': 20.42, 'closing': 20.18, 'highest': 20.66, 'lowest': 20.16, 'avg': 20.354999999999997}, 'KDJ': {'RSV': 80.79999999999984, 'K': 76.14846525210436, 'D': 59.166271065369145, 'J': 110.11285362557479}}
2016/09/02 {'chg': -0.008919722497522285, 'volume': 4554999, 'rate': -0.01030558754664928, 'vol_chg': -0.27915072384044526, 'relation': (False, False), 'RSI': 62.30966732940708, 'price': {'opening': 20.09, 'closing': 20.0, 'highest': 20.33, 'lowest': 19.9, 'avg': 20.08}, 'KDJ': {'RSV': 66.39999999999986, 'K': 72.89897683473619, 'D': 63.743839655158155, 'J': 91.20925119389227}}
2016/09/05 {'chg': 0.007000000000000029, 'volume': 5306527, 'rate': 0.005400924943315036, 'vol_chg': 0.16498971789016859, 'relation': (True, False), 'RSI': 62.74330647028848, 'price': {'opening': 20.12, 'closing': 20.14, 'highest': 20.58, 'lowest': 19.97, 'avg': 20.2025}, 'KDJ': {'RSV': 77.59999999999991, 'K': 74.46598455649075, 'D': 67.31788795560234, 'J': 88.76217775826757}}
2016/09/06 {'chg': 0.011420059582919584, 'volume': 5607431, 'rate': 0.004917154352400615, 'vol_chg': 0.05670450748672343, 'relation': (True, False), 'RSI': 65.36515130726772, 'price': {'opening': 20.16, 'closing': 20.37, 'highest': 20.42, 'lowest': 20.04, 'avg': 20.2475}, 'KDJ': {'RSV': 95.99999999999994, 'K': 81.64398970432714, 'D': 72.09325520517727, 'J': 100.74545870262688}}
2016/09/07 {'chg': 0.02503681885125174, 'volume': 13486694, 'rate': 0.024610398836135743, 'vol_chg': 1.4051466705519873, 'relation': (True, False), 'RSI': 71.59067260527758, 'price': {'opening': 20.53, 'closing': 20.88, 'highest': 21.28, 'lowest': 20.4, 'avg': 20.7725}, 'KDJ': {'RSV': 99.99999999999999, 'K': 87.76265980288476, 'D': 77.31639007107975, 'J': 108.65519926649478}}
2016/09/08 {'chg': -0.013409961685823639, 'volume': 11488482, 'rate': -0.014795826734950633, 'vol_chg': -0.1481617363009793, 'relation': (False, False), 'RSI': 75.90687740497651, 'price': {'opening': 20.89, 'closing': 20.6, 'highest': 20.96, 'lowest': 20.41, 'avg': 20.715000000000003}, 'KDJ': {'RSV': 81.57894736842121, 'K': 85.70142232473023, 'D': 80.11140082229657, 'J': 96.88146532959755}}
2016/09/09 {'chg': -0.01699029126213599, 'volume': 5913243, 'rate': -0.011127016054291018, 'vol_chg': -0.4852894403281478, 'relation': (False, False), 'RSI': 65.61703128291379, 'price': {'opening': 20.51, 'closing': 20.25, 'highest': 20.71, 'lowest': 20.23, 'avg': 20.425}, 'KDJ': {'RSV': 32.25806451612912, 'K': 67.8869697218632, 'D': 76.03659045548545, 'J': 51.587728254618696}}
2016/09/12 {'chg': -0.012345679012345678, 'volume': 8719235, 'rate': 0.007376246686769235, 'vol_chg': 0.4745267529171387, 'relation': (False, True), 'RSI': 51.37058333340546, 'price': {'opening': 19.98, 'closing': 20.0, 'highest': 20.49, 'lowest': 19.83, 'avg': 20.075}, 'KDJ': {'RSV': 0.0, 'K': 45.257979814575464, 'D': 65.77705357518212, 'J': 4.2198322933621455}}
2016/09/13 {'chg': 0.008000000000000007, 'volume': 5504285, 'rate': 0.007466974981105009, 'vol_chg': -0.3687192741106301, 'relation': (False, False), 'RSI': 45.260687075144354, 'price': {'opening': 20.1, 'closing': 20.16, 'highest': 20.28, 'lowest': 19.9, 'avg': 20.11}, 'KDJ': {'RSV': 18.18181818181822, 'K': 36.232592603656386, 'D': 55.92889991800688, 'J': -3.160022025044597}}
2016/09/14 {'chg': 0.001984126984126942, 'volume': 7544490, 'rate': 0.00923326724109891, 'vol_chg': 0.37065758767941703, 'relation': (True, False), 'RSI': 45.73085504198927, 'price': {'opening': 20.08, 'closing': 20.2, 'highest': 20.44, 'lowest': 19.96, 'avg': 20.169999999999998}, 'KDJ': {'RSV': 22.727272727272673, 'K': 31.730819311528478, 'D': 47.86287304918074, 'J': -0.5332881637760494}}
2016/09/19 {'chg': -0.0004950495049503966, 'volume': 5727654, 'rate': -0.00870363479593336, 'vol_chg': -0.240816277839854, 'relation': (False, False), 'RSI': 50.60619352803287, 'price': {'opening': 19.91, 'closing': 20.19, 'highest': 20.35, 'lowest': 19.91, 'avg': 20.09}, 'KDJ': {'RSV': 21.59090909090926, 'K': 28.350849237988736, 'D': 41.35886511211674, 'J': 2.3348174897327283}}
2016/09/20 {'chg': 0.017335314512134613, 'volume': 6877303, 'rate': 0.01840136454992461, 'vol_chg': 0.20071900292859868, 'relation': (True, False), 'RSI': 62.075070242900175, 'price': {'opening': 20.28, 'closing': 20.54, 'highest': 20.55, 'lowest': 20.04, 'avg': 20.3525}, 'KDJ': {'RSV': 61.36363636363634, 'K': 39.3551116132046, 'D': 40.69094727914602, 'J': 36.68344028132175}}
2016/09/21 {'chg': -0.050146056475170286, 'volume': 30261196, 'rate': -0.05121210651296028, 'vol_chg': 3.4001545373237154, 'relation': (False, True), 'RSI': 40.579636878742356, 'price': {'opening': 20.12, 'closing': 19.51, 'highest': 20.16, 'lowest': 19.41, 'avg': 19.8}, 'KDJ': {'RSV': 0.0, 'K': 26.23674107546973, 'D': 35.87287854458726, 'J': 6.96446613723468}}
2016/09/22 {'chg': 0.01742696053305996, 'volume': 12943696, 'rate': 0.011670290328993985, 'vol_chg': -0.5722675336427548, 'relation': (False, False), 'RSI': 42.76712029802363, 'price': {'opening': 19.67, 'closing': 19.85, 'highest': 20.0, 'lowest': 19.67, 'avg': 19.7975}, 'KDJ': {'RSV': 24.81751824817522, 'K': 25.763666799704893, 'D': 32.50314129629314, 'J': 12.284717806528406}}
2016/09/23 {'chg': -0.009068010075566737, 'volume': 9668842, 'rate': -0.0060830699697547504, 'vol_chg': -0.2530076417122281, 'relation': (False, False), 'RSI': 30.398071496949832, 'price': {'opening': 20.08, 'closing': 19.67, 'highest': 20.09, 'lowest': 19.51, 'avg': 19.837500000000002}, 'KDJ': {'RSV': 14.678899082568822, 'K': 22.068744227326203, 'D': 29.025008939970824, 'J': 8.156214802036956}}
2016/09/26 {'chg': -0.02796136248093547, 'volume': 8703370, 'rate': -0.009198881815831554, 'vol_chg': -0.09985394321264118, 'relation': (False, False), 'RSI': 27.663439498488444, 'price': {'opening': 19.66, 'closing': 19.12, 'highest': 19.67, 'lowest': 19.11, 'avg': 19.39}, 'KDJ': {'RSV': 0.0, 'K': 14.712496151550802, 'D': 24.254171343830816, 'J': -4.370854233009226}}
2016/09/27 {'chg': 0.029288702928870224, 'volume': 9475321, 'rate': 0.022892402702130252, 'vol_chg': 0.08869564318189391, 'relation': (True, False), 'RSI': 42.53637916309054, 'price': {'opening': 19.03, 'closing': 19.68, 'highest': 19.73, 'lowest': 19.0, 'avg': 19.36}, 'KDJ': {'RSV': 39.43661971830982, 'K': 22.953870673803806, 'D': 23.820737787155146, 'J': 21.220136447101126}}
2016/09/28 {'chg': 0.03150406504065046, 'volume': 20363197, 'rate': 0.035128635169136446, 'vol_chg': 1.149077271366321, 'relation': (True, False), 'RSI': 54.62417161815275, 'price': {'opening': 19.8, 'closing': 20.3, 'highest': 20.49, 'lowest': 19.72, 'avg': 20.0775}, 'KDJ': {'RSV': 83.09859154929586, 'K': 43.002110965634486, 'D': 30.214528846648257, 'J': 68.57727520360696}}
2016/09/29 {'chg': 0.011330049261083764, 'volume': 19570683, 'rate': 0.007492269125039782, 'vol_chg': -0.0389189379251205, 'relation': (False, False), 'RSI': 55.392992092937696, 'price': {'opening': 20.38, 'closing': 20.53, 'highest': 20.85, 'lowest': 20.25, 'avg': 20.5025}, 'KDJ': {'RSV': 99.29577464788746, 'K': 61.766665526385474, 'D': 40.731907739894, 'J': 103.83618109936842}}
2016/09/30 {'chg': 0.0014612761811981286, 'volume': 8731644, 'rate': -0.0007774288981608609, 'vol_chg': -0.5538406094462824, 'relation': (False, False), 'RSI': 55.274008392005, 'price': {'opening': 20.45, 'closing': 20.56, 'highest': 20.65, 'lowest': 20.28, 'avg': 20.485}, 'KDJ': {'RSV': 100.0, 'K': 74.51111035092364, 'D': 51.99164194357054, 'J': 119.55004716562985}}
2016/10/10 {'chg': 0.023832684824902823, 'volume': 24634393, 'rate': 0.008374959276947895, 'vol_chg': 1.8212777570867524, 'relation': (True, False), 'RSI': 60.25819572400935, 'price': {'opening': 21.3, 'closing': 21.05, 'highest': 21.75, 'lowest': 20.77, 'avg': 21.217499999999998}, 'KDJ': {'RSV': 100.0, 'K': 83.00740690061576, 'D': 62.330230262585616, 'J': 124.36176017667606}}
2016/10/11 {'chg': 0.019477434679334923, 'volume': 17828352, 'rate': 0.013507554467710951, 'vol_chg': -0.27628206629649854, 'relation': (False, False), 'RSI': 60.642543472313605, 'price': {'opening': 21.23, 'closing': 21.46, 'highest': 21.88, 'lowest': 21.05, 'avg': 21.405}, 'KDJ': {'RSV': 100.0, 'K': 88.6716046004105, 'D': 71.1106883751939, 'J': 123.79343705084372}}
2016/10/12 {'chg': -0.016775396085740885, 'volume': 14234279, 'rate': -0.014430086002602895, 'vol_chg': -0.20159311415884093, 'relation': (False, False), 'RSI': 71.39960175395771, 'price': {'opening': 21.71, 'closing': 21.1, 'highest': 21.8, 'lowest': 21.0, 'avg': 21.402500000000003}, 'KDJ': {'RSV': 84.61538461538464, 'K': 87.31953127206855, 'D': 76.51363600748545, 'J': 108.93132180123473}}
2016/10/13 {'chg': -0.0009478672985783472, 'volume': 11599862, 'rate': -0.0019073123325893428, 'vol_chg': -0.1850755489617704, 'relation': (False, False), 'RSI': 68.10157814986731, 'price': {'opening': 21.0, 'closing': 21.08, 'highest': 21.12, 'lowest': 20.75, 'avg': 20.9875}, 'KDJ': {'RSV': 83.76068376068365, 'K': 86.13324876827357, 'D': 79.72017359441482, 'J': 98.95939911599109}}
2016/10/14 {'chg': -0.014231499051233262, 'volume': 11011091, 'rate': -0.015084339081465259, 'vol_chg': -0.05075672451965377, 'relation': (False, False), 'RSI': 66.11277052519435, 'price': {'opening': 21.05, 'closing': 20.78, 'highest': 21.23, 'lowest': 20.61, 'avg': 20.9175}, 'KDJ': {'RSV': 70.94017094017094, 'K': 81.06888949223936, 'D': 80.16974556035633, 'J': 82.86717735600544}}
2016/10/17 {'chg': -0.009624639076034785, 'volume': 8378019, 'rate': -0.001735868796388821, 'vol_chg': -0.23912907449407148, 'relation': (False, False), 'RSI': 73.7625713518537, 'price': {'opening': 20.88, 'closing': 20.58, 'highest': 21.04, 'lowest': 20.46, 'avg': 20.740000000000002}, 'KDJ': {'RSV': 50.56179775280888, 'K': 70.8998589124292, 'D': 77.07978334438062, 'J': 58.54001004852637}}
2016/10/18 {'chg': 0.042274052478134164, 'volume': 15913657, 'rate': 0.027349351949074233, 'vol_chg': 0.8994534388141159, 'relation': (True, False), 'RSI': 75.74964845979638, 'price': {'opening': 20.9, 'closing': 21.45, 'highest': 21.48, 'lowest': 20.83, 'avg': 21.165}, 'KDJ': {'RSV': 99.13793103448262, 'K': 80.31254961978033, 'D': 78.15737210284718, 'J': 84.62290465364663}}
2016/10/19 {'chg': -0.01351981351981348, 'volume': 9287939, 'rate': -0.01383962853115048, 'vol_chg': -0.4163542044421342, 'relation': (False, False), 'RSI': 64.09883156016488, 'price': {'opening': 21.5, 'closing': 21.16, 'highest': 21.56, 'lowest': 21.03, 'avg': 21.3125}, 'KDJ': {'RSV': 67.74193548387088, 'K': 76.12234490781051, 'D': 77.47902970450161, 'J': 73.40897531442832}}
2016/10/20 {'chg': 0.007088846880907305, 'volume': 11612409, 'rate': 0.0071954518846863045, 'vol_chg': 0.25026757820007217, 'relation': (True, False), 'RSI': 63.078523715360284, 'price': {'opening': 21.1, 'closing': 21.31, 'highest': 21.56, 'lowest': 21.08, 'avg': 21.2625}, 'KDJ': {'RSV': 83.33333333333313, 'K': 78.52600771631805, 'D': 77.82802237510708, 'J': 79.92197839873998}}
2016/10/21 {'chg': 0.004692632566870081, 'volume': 9609197, 'rate': 0.0024539274875110912, 'vol_chg': -0.17250615268545916, 'relation': (False, False), 'RSI': 63.861041359783584, 'price': {'opening': 21.17, 'closing': 21.41, 'highest': 21.65, 'lowest': 21.15, 'avg': 21.345}, 'KDJ': {'RSV': 94.31818181818176, 'K': 83.79006575027262, 'D': 79.81537016682893, 'J': 91.73945691716}}
2016/10/24 {'chg': -0.00046707146193374885, 'volume': 8275344, 'rate': -0.013366276919192689, 'vol_chg': -0.13881003792512528, 'relation': (False, False), 'RSI': 56.95847562270267, 'price': {'opening': 21.43, 'closing': 21.4, 'highest': 21.66, 'lowest': 21.2, 'avg': 21.4225}, 'KDJ': {'RSV': 93.18181818181795, 'K': 86.92064989412106, 'D': 82.18379674259296, 'J': 96.39435619717722}}
2016/10/25 {'chg': -0.007476635514018699, 'volume': 6333957, 'rate': -0.008755895559366693, 'vol_chg': -0.23459894839416948, 'relation': (False, False), 'RSI': 46.16246424288247, 'price': {'opening': 21.41, 'closing': 21.24, 'highest': 21.47, 'lowest': 21.1, 'avg': 21.305}, 'KDJ': {'RSV': 75.86206896551717, 'K': 83.23445625125309, 'D': 82.534016578813, 'J': 84.63533559613327}}
